Noise level,A fit,k fit,Reduced chi-squared
y_noise_1,4.714813878507004,0.9183078513751358,0.7906732087457313
y_noise_2,5.06388869738439,0.7303962611566385,3.6493823840388626
y_noise_3,5.6093960072277556,0.8703719511733142,10.410207288349078
y_noise_4,5.7387267381529385,0.7259648869040801,12.626832435376498
y_noise_5,4.943458473860519,0.6950119288003864,28.538124369073678
